emp_id,first_name,last_name,dob,addr1,addr2,city,latitude,longitude,state,zip,home_phone,mobile,pager,home_email,job_title,hire_date,work_phone,work_email,reports_to,dept_num
760,Melissa,Mcdonald,1951-02-08,1 Eastlawn Street,,Buffalo,42.7684,-78.8871,NY,14233,1-(716)783-5404,1-(205)598-7805,,,Actuary,2013-08-09,1-(720)273-0797,Melissa.Mcdonald@foo.com,3,3
761,Barbara,Bell,1957-10-10,3 Dennis Way,#1,Saint Louis,38.6171,-90.4504,MO,63131,1-(314)593-3108,1-(217)323-4364,,,Teacher,2010-09-09,1-(808)841-1431,Barbara.Bell@foo.com,3,2
762,Joyce,Moreno,1969-01-08,9621 Dixon Way,,El Paso,31.6948,-106.3,TX,79984,1-(915)522-0324,1-(517)674-8886,,,VP Marketing,2015-10-18,1-(423)329-6109,Joyce.Moreno@foo.com,4,3
763,Frank,Stone,1991-09-22,80 2nd Pass,#2,Albuquerque,35.0443,-106.6729,NM,87180,1-(505)441-6980,1-(508)582-9301,,,Product Engineer,2015-08-27,1-(212)777-5835,Frank.Stone@foo.com,5,5
764,Russell,Gonzales,1966-10-05,111 Orin Junction,,Phoenix,33.5082,-112.1011,AZ,85015,1-(480)470-8150,1-(619)499-6943,,,Analyst Programmer,2009-09-10,1-(781)553-8601,Russell.Gonzales@foo.com,4,2
765,Ernest,Turner,1973-05-16,5194 Southridge Trail,,Santa Ana,33.754,-117.7919,CA,92705,1-(213)527-6940,1-(813)496-5422,,,Biostatistician IV,2009-09-21,1-(561)541-2296,Ernest.Turner@foo.com,5,2
766,Carl,Watson,1982-05-14,00 Blackbird Plaza,Apt. C,Mobile,30.671,-88.1267,AL,36616,1-(251)261-9857,1-(808)108-0608,,,Senior Cost Accountant,2008-09-19,1-(707)787-3077,Carl.Watson@foo.com,3,5
767,Thomas,Sims,1952-08-16,71807 Northport Avenue,#2,Buffalo,42.8614,-78.8206,NY,14210,1-(716)239-3214,,,,Editor,2007-05-18,1-(765)797-0374,Thomas.Sims@foo.com,5,1
768,Keith,Hughes,1978-11-16,578 Blue Bill Park Point,Apt. B,Raleigh,35.7977,-78.6253,NC,27621,1-(919)945-9142,1-(571)555-8920,,,Software Test Engineer IV,2006-06-18,1-(936)595-9909,Keith.Hughes@foo.com,5,5
769,Kathleen,Kelley,1992-10-28,3763 Melody Way,#2,Orlando,28.4522,-81.4678,FL,32819,1-(941)772-0916,1-(941)268-7984,,,Structural Engineer,2013-10-10,1-(952)996-0644,Kathleen.Kelley@foo.com,5,4
770,Jean,Weaver,1952-12-16,5087 South Way,,Des Moines,41.6727,-93.5722,IA,50362,1-(515)450-9208,1-(817)850-9273,,,Research Assistant I,2007-11-11,1-(920)255-3586,Jean.Weaver@foo.com,1,2
771,Karen,Arnold,1985-02-20,0957 Debra Alley,,New Haven,41.3657,-72.9275,CT,06533,1-(203)312-4247,1-(830)806-1443,,,Media Manager III,2013-08-13,1-(213)308-6506,Karen.Arnold@foo.com,2,5
772,Walter,Howell,1974-05-15,79783 Westerfield Center,,San Diego,33.0169,-116.846,CA,92170,1-(619)149-6122,1-(918)160-2393,,,GIS Technical Architect,2011-06-28,1-(916)435-7633,Walter.Howell@foo.com,2,3
773,Daniel,Duncan,1971-10-26,1 Riverside Avenue,,Corpus Christi,27.8458,-97.596,TX,78410,1-(361)408-2667,1-(413)955-9349,,,Financial Advisor,2009-11-12,1-(901)199-6928,Daniel.Duncan@foo.com,3,3
774,Earl,Howell,1965-04-08,313 Arrowood Terrace,Apt. A,Santa Barbara,34.4329,-119.8371,CA,93106,1-(805)439-8661,1-(202)847-6909,,,Automation Specialist IV,2007-09-11,1-(480)512-0801,Earl.Howell@foo.com,2,4
775,Judy,Ellis,1967-06-04,33 Bowman Lane,,Amarillo,35.4015,-101.8951,TX,79171,1-(806)914-5291,1-(865)561-8558,,,Environmental Specialist,2008-01-09,1-(815)668-2110,Judy.Ellis@foo.com,2,4
776,Doris,Holmes,1953-05-14,9 Nobel Lane,,Denver,39.734,-105.0259,CO,80204,1-(720)603-1365,1-(719)317-4272,,,Web Designer III,2011-05-28,1-(360)104-1055,Doris.Holmes@foo.com,4,4
777,Pamela,Welch,1966-07-14,30293 Lakewood Gardens Point,,Atlanta,33.8444,-84.474,GA,30351,1-(404)841-7628,1-(559)498-3759,,,Professor,2009-02-19,1-(317)504-9165,Pamela.Welch@foo.com,1,3
778,Joan,Snyder,1962-01-18,9 Old Gate Parkway,,Merrifield,38.8318,-77.2888,VA,22119,1-(571)644-8254,1-(757)371-3765,,,Nurse Practicioner,2008-03-20,1-(256)280-2982,Joan.Snyder@foo.com,5,5
779,Todd,Romero,1957-03-29,45 Jenna Lane,Apt. C,Huntington,38.4134,-82.2774,WV,25775,1-(304)750-0564,1-(415)176-7119,,,Recruiter,2007-02-09,1-(651)288-9041,Todd.Romero@foo.com,4,1
780,Mildred,Parker,1986-11-06,050 Vernon Alley,,Tucson,32.2519,-110.82,AZ,85715,1-(520)139-1380,,,,Legal Assistant,2009-08-16,1-(847)126-5779,Mildred.Parker@foo.com,3,2
781,Jacqueline,Bailey,1960-01-06,2 Johnson Trail,Suite 210,Seattle,47.4511,-122.353,WA,98166,1-(253)332-4210,1-(816)228-5021,,,Account Representative III,2015-03-27,1-(626)300-5303,Jacqueline.Bailey@foo.com,4,2
782,Jimmy,Powell,1976-01-05,247 Spohn Crossing,,Corpus Christi,27.777,-97.4632,TX,78475,1-(361)174-4520,1-(254)514-0852,,,Computer Systems Analyst IV,2015-02-16,1-(561)802-9685,Jimmy.Powell@foo.com,4,3
783,Scott,Andrews,1973-08-02,27172 Maple Wood Avenue,,Stockton,37.9577,-121.2897,CA,95298,1-(209)133-6131,1-(704)497-4379,,,Senior Quality Engineer,2013-10-05,1-(318)335-4797,Scott.Andrews@foo.com,3,2
784,Ernest,Hawkins,1958-03-11,61660 Mallory Terrace,#3,Oklahoma City,35.5514,-97.4075,OK,73124,1-(405)355-7330,1-(718)304-7104,,,Assistant Manager,2013-05-22,1-(414)175-9880,Ernest.Hawkins@foo.com,4,1
785,Janet,Watson,1985-05-02,15573 Village Green Trail,,Chicago,41.993,-87.7596,IL,60646,1-(847)605-9144,1-(915)455-2817,,,Recruiting Manager,2012-08-23,1-(215)249-5580,Janet.Watson@foo.com,5,2
786,Johnny,Berry,1975-06-06,7844 Grover Place,,Hartford,41.7918,-72.7188,CT,06145,1-(860)162-1263,1-(702)106-9879,,,Web Developer III,2007-04-13,1-(415)175-3137,Johnny.Berry@foo.com,4,1
787,Steven,Montgomery,1959-12-06,2547 Mcbride Junction,,Los Angeles,33.7866,-118.2987,CA,90030,1-(213)169-6021,1-(909)435-0949,,,Chemical Engineer,2014-03-16,1-(619)123-8337,Steven.Montgomery@foo.com,2,5
788,Keith,Alexander,1952-12-21,2 Truax Park,,Milwaukee,43.0685,-87.9715,WI,53210,1-(262)558-7289,1-(757)839-0393,,,Civil Engineer,2008-07-10,1-(201)996-8178,Keith.Alexander@foo.com,1,2
789,Patricia,Freeman,1979-11-02,49 Northridge Circle,,Kansas City,39.116,-94.764,KS,66112,1-(913)396-1358,1-(202)599-2109,,,Software Test Engineer III,2013-06-02,1-(402)632-7951,Patricia.Freeman@foo.com,2,3
790,Lisa,Mitchell,1970-08-31,13888 Hudson Parkway,,Fort Worth,32.7714,-97.2915,TX,76198,1-(682)932-5002,1-(210)345-6884,,,Business Systems Development Analyst,2006-11-04,1-(602)685-2915,Lisa.Mitchell@foo.com,4,3
791,Judy,Crawford,1990-06-18,5 Declaration Trail,Apt. A,Buffalo,42.8614,-78.8206,NY,14210,1-(716)692-9836,1-(410)334-6550,,,Health Coach III,2012-11-29,1-(336)169-8669,Judy.Crawford@foo.com,5,1
792,Anne,Watson,1956-10-05,947 Kim Road,,Knoxville,36.032,-83.8021,TN,37924,1-(865)754-2825,1-(916)813-4445,,,Analyst Programmer,2006-08-24,1-(678)935-9876,Anne.Watson@foo.com,5,4
793,Albert,Brooks,1991-12-14,9656 Hovde Parkway,Apt. A,Glendale,33.2765,-112.1872,AZ,85311,1-(602)708-2367,1-(412)255-4913,,,VP Marketing,2013-05-12,1-(720)866-5480,Albert.Brooks@foo.com,1,1
794,Gregory,Thomas,1967-11-22,6762 Buena Vista Junction,,Omaha,41.2064,-95.9953,NE,68117,1-(402)358-4638,1-(951)674-8671,,,Technical Writer,2015-09-29,1-(281)120-3135,Gregory.Thomas@foo.com,5,4
795,Judith,Sanders,1979-01-08,92 Coolidge Terrace,#3,Charleston,38.354,-81.6394,WV,25389,1-(304)223-5568,1-(212)104-8884,,,Accounting Assistant II,2011-10-06,1-(314)497-1975,Judith.Sanders@foo.com,3,2
796,Frank,Cunningham,1963-12-08,8 Sunbrook Hill,,Baltimore,39.2856,-76.6899,MD,21229,1-(410)382-9376,1-(612)916-3504,,,Editor,2010-10-08,1-(915)643-8887,Frank.Cunningham@foo.com,4,3
797,Roger,Stone,1954-07-19,617 Hollow Ridge Terrace,,Austin,30.3264,-97.7713,TX,78778,1-(512)777-7827,,,,Senior Developer,2007-04-05,1-(843)417-8355,Roger.Stone@foo.com,1,2
798,Jonathan,Carter,1987-10-14,56 Burrows Court,,Denver,39.7388,-104.4083,CO,80255,1-(303)631-8564,1-(773)710-1470,,,Design Engineer,2012-10-20,1-(713)720-4616,Jonathan.Carter@foo.com,5,5
799,Harry,Simmons,1974-02-10,2725 Forest Dale Court,,Tucson,32.2691,-110.9845,AZ,85705,1-(520)511-0364,1-(508)929-9573,,,Structural Engineer,2008-07-02,1-(336)682-9140,Harry.Simmons@foo.com,1,4
800,Maria,Stanley,1960-09-04,4 Clyde Gallagher Place,,Atlanta,33.8932,-84.2539,GA,30340,1-(678)635-6520,,,,Assistant Manager,2013-10-22,1-(516)290-0772,Maria.Stanley@foo.com,1,3
801,Pamela,Scott,1963-01-26,7150 Ridgeview Way,Suite 210,Boise,43.4599,-116.244,ID,83711,1-(208)894-9282,1-(215)338-0471,1-(303)138-1129,,Executive Secretary,2010-08-25,1-(562)161-5499,Pamela.Scott@foo.com,4,5
802,Douglas,Johnston,1983-02-08,91433 Logan Circle,Floor 2,Dallas,32.7673,-96.7776,TX,75310,1-(214)411-0542,1-(818)652-9573,,,Editor,2006-08-26,1-(804)133-6440,Douglas.Johnston@foo.com,4,4
803,Louis,Sanders,1974-12-01,19087 Grasskamp Way,,Florence,34.1231,-79.6893,SC,29505,1-(843)839-1163,1-(513)285-1197,,,Mechanical Systems Engineer,2015-10-23,1-(754)190-4593,Louis.Sanders@foo.com,4,5
804,Jacqueline,Reyes,1951-12-03,20 Mcbride Park,,Naples,26.2626,-81.8071,FL,33963,1-(239)706-6391,1-(361)181-6867,,,Media Manager II,2012-10-11,1-(214)458-4473,Jacqueline.Reyes@foo.com,2,4
805,Donna,Morrison,1990-03-15,7723 Summit Junction,#3,Albany,42.6149,-73.9708,NY,12255,1-(518)746-3767,1-(208)181-3304,,,Actuary,2013-05-30,1-(518)717-9034,Donna.Morrison@foo.com,3,5
806,Harry,Miller,1982-05-08,275 Loeprich Terrace,,Huntington Beach,33.6773,-118.0051,CA,92648,1-(562)323-8554,1-(757)929-1775,,,Physical Therapy Assistant,2008-06-07,1-(518)662-0419,Harry.Miller@foo.com,1,1
807,George,Kennedy,1966-07-27,78635 6th Center,,Hartford,41.7691,-72.701,CT,06105,1-(860)566-2627,1-(916)887-0315,,,Project Manager,2015-11-05,1-(610)756-3651,George.Kennedy@foo.com,4,2
808,Annie,Little,1987-11-10,1 Meadow Vale Way,#1,Austin,30.3752,-97.9007,TX,78732,1-(512)205-8820,1-(202)604-0459,,,Chief Design Engineer,2009-04-03,1-(210)274-6195,Annie.Little@foo.com,1,5
809,Keith,Lawson,1964-05-02,84249 Mifflin Trail,,West Palm Beach,26.67,-80.0582,FL,33405,1-(561)485-5859,1-(903)958-7539,,,Administrative Officer,2011-10-27,1-(904)914-8165,Keith.Lawson@foo.com,4,2
810,Judy,Alvarez,1958-01-28,40 Rutledge Place,,Hampton,37.0318,-76.3199,VA,23663,1-(757)726-2117,,,,Developer I,2009-04-24,1-(214)376-2390,Judy.Alvarez@foo.com,4,3
811,Robin,Marshall,1991-11-29,28815 Namekagon Avenue,,Kansas City,38.9621,-94.5959,MO,64114,1-(816)813-0657,1-(414)448-7605,,,Executive Secretary,2011-12-30,1-(785)738-9237,Robin.Marshall@foo.com,1,4
812,Denise,Knight,1953-11-22,2 Mariners Cove Circle,,Fort Worth,32.6796,-97.3336,TX,76115,1-(817)920-0217,1-(520)178-2805,,,Nurse,2010-01-24,1-(706)673-1399,Denise.Knight@foo.com,5,5
813,Shawn,Edwards,1990-07-13,79399 Sunbrook Point,,Las Vegas,36.1693,-115.2828,NV,89145,1-(702)618-4763,1-(520)624-8706,,,Actuary,2015-08-03,1-(614)472-5718,Shawn.Edwards@foo.com,4,1
814,Jeffrey,Ray,1979-02-12,7 Spohn Road,,Norfolk,36.9312,-76.2397,VA,23514,1-(757)437-1780,1-(608)983-7879,,,Librarian,2011-07-16,1-(605)129-2017,Jeffrey.Ray@foo.com,1,3
815,Betty,Lynch,1966-11-20,51 Del Mar Junction,,Toledo,41.6868,-83.4394,OH,43635,1-(419)967-5891,1-(719)542-8113,,,Structural Analysis Engineer,2013-09-23,1-(262)527-4087,Betty.Lynch@foo.com,3,4
816,Robert,Powell,1960-05-10,88 Bobwhite Hill,,Duluth,46.8147,-92.1998,MN,55811,1-(218)651-5842,,,,Accountant I,2008-02-03,1-(832)381-3816,Robert.Powell@foo.com,1,4
817,Melissa,Fernandez,1971-12-09,73 Rockefeller Terrace,,Wilmington,34.2651,-77.867,NC,28405,1-(910)744-3820,1-(816)988-2218,,,Sales Associate,2007-12-12,1-(805)933-8304,Melissa.Fernandez@foo.com,4,5
818,Donald,Ryan,1974-01-13,738 Mallory Drive,Suite 210,New York City,40.7069,-74.0082,NY,10270,1-(646)616-1922,1-(202)991-5898,,,Pharmacist,2012-10-20,1-(323)471-8696,Donald.Ryan@foo.com,1,2
819,Gregory,Cruz,1966-11-26,24127 Merry Park,,Bridgeport,41.3089,-73.3637,CT,06673,1-(203)971-6658,1-(215)449-2380,,,Information Systems Manager,2007-07-06,1-(918)941-2215,Gregory.Cruz@foo.com,2,3
820,Brandon,Berry,1983-01-06,316 Barby Lane,,Naples,26.2416,-81.8071,FL,34108,1-(941)137-2284,1-(540)214-3118,,,Desktop Support Technician,2012-05-25,1-(520)667-6546,Brandon.Berry@foo.com,3,4
821,Alice,Smith,1993-07-05,88472 Oak Valley Parkway,,Austin,30.4501,-97.4865,TX,78715,1-(512)930-6171,1-(301)207-1351,,,Office Assistant III,2009-03-01,1-(860)767-5297,Alice.Smith@foo.com,5,3
822,Jason,Chavez,1979-02-17,99 Melrose Pass,,Brooklyn,40.6451,-73.945,NY,11247,1-(212)336-8110,1-(213)709-6481,,,VP Quality Control,2012-03-05,1-(202)398-3492,Jason.Chavez@foo.com,1,4
823,Kevin,Stone,1966-08-23,65654 Johnson Crossing,,Saint Louis,38.6531,-90.2435,MO,63180,1-(314)102-1440,1-(540)700-9059,,,Marketing Assistant,2014-05-11,1-(508)248-2832,Kevin.Stone@foo.com,4,4
824,Helen,Burns,1979-11-04,8 Red Cloud Avenue,,North Port,27.0459,-82.2491,FL,34290,1-(941)144-0327,1-(858)971-9775,,,Pharmacist,2012-05-15,1-(971)518-6286,Helen.Burns@foo.com,5,1
825,Martha,Gonzales,1960-12-02,7 Moose Parkway,,Burbank,34.1869,-118.348,CA,91520,1-(818)623-2849,1-(952)607-0139,,,Speech Pathologist,2009-04-30,1-(214)787-4361,Martha.Gonzales@foo.com,4,4
826,Keith,Harris,1966-04-20,4985 Drewry Hill,,New Orleans,29.9686,-90.0646,LA,70116,1-(504)138-0038,1-(240)146-6144,,,Cost Accountant,2012-09-21,1-(602)450-0151,Keith.Harris@foo.com,1,3
827,Phillip,Willis,1956-11-23,8 Kenwood Drive,,Warren,41.2405,-80.8441,OH,44485,1-(330)210-0402,1-(315)266-5001,,,Financial Advisor,2011-12-25,1-(336)578-6119,Phillip.Willis@foo.com,4,5
828,Gerald,Carr,1965-03-20,4563 Fulton Place,,Wichita Falls,33.9995,-98.3938,TX,76305,1-(940)366-5113,1-(517)390-3418,,,Registered Nurse,2009-01-25,1-(570)611-4018,Gerald.Carr@foo.com,2,4
829,Jesse,Garcia,1956-11-08,0 Muir Alley,#1,Vancouver,45.8016,-122.5203,WA,98687,1-(360)475-7314,1-(404)898-0876,,,Social Worker,2006-06-23,1-(262)195-0608,Jesse.Garcia@foo.com,3,4
830,John,Campbell,1981-07-25,16700 Springs Plaza,,Anaheim,33.8359,-117.9086,CA,92805,1-(949)320-3330,1-(617)520-0425,,,General Manager,2015-04-05,1-(212)769-1904,John.Campbell@foo.com,3,2
831,Antonio,Elliott,1970-11-06,3159 Forest Run Trail,,Richmond,37.5535,-77.4604,VA,23277,1-(804)124-5884,1-(937)201-1467,,,Clinical Specialist,2008-04-18,1-(801)808-3272,Antonio.Elliott@foo.com,2,3
832,George,Gutierrez,1952-08-05,39 Columbus Circle,,Corpus Christi,27.8458,-97.596,TX,78410,1-(361)886-2743,1-(971)443-3865,,,Project Manager,2011-02-08,1-(574)310-7466,George.Gutierrez@foo.com,1,2
833,Eugene,Garrett,1966-12-31,265 Farmco Terrace,,New York City,40.7808,-73.9772,NY,10203,1-(212)742-5894,1-(816)559-3727,,,Account Coordinator,2015-04-12,1-(334)738-0205,Eugene.Garrett@foo.com,4,1
834,Jack,Johnson,1973-09-02,8 Basil Place,,Raleigh,35.7667,-78.6008,NC,27610,1-(919)682-2659,1-(215)817-1004,,,Web Developer IV,2014-01-16,1-(330)309-0100,Jack.Johnson@foo.com,2,4
835,Julie,Ruiz,1955-01-18,7632 Sullivan Hill,,Bozeman,45.7246,-111.1238,MT,59771,1-(406)875-1789,1-(915)743-6652,,,Executive Secretary,2007-09-29,1-(504)163-1324,Julie.Ruiz@foo.com,4,3
836,Christina,Pierce,1965-10-21,55 Northfield Trail,Suite 210,Memphis,35.0425,-90.0732,TN,38109,1-(901)104-1507,1-(804)716-5011,,,Information Systems Manager,2013-04-25,1-(678)975-6182,Christina.Pierce@foo.com,3,1
837,Linda,Simmons,1981-07-03,75143 Buena Vista Lane,Suite 210,Trenton,40.2805,-74.712,NJ,08650,1-(609)608-8326,1-(716)921-8716,,,Electrical Engineer,2011-07-26,1-(714)734-4358,Linda.Simmons@foo.com,2,4
838,Jessica,Young,1991-03-30,31200 Oneill Street,Apt. A,Durham,36.0218,-78.9478,NC,27705,1-(434)628-0772,1-(850)420-6349,,,Biostatistician III,2014-03-24,1-(323)911-6176,Jessica.Young@foo.com,5,2
839,Peter,Ruiz,1992-07-02,63 Cardinal Crossing,,Alhambra,33.7866,-118.2987,CA,91841,1-(626)600-5073,,,,Sales Representative,2012-11-19,1-(508)202-7529,Peter.Ruiz@foo.com,2,2
840,Harold,Thompson,1957-01-18,6 Mendota Center,,Murfreesboro,35.8596,-86.421,TN,37131,1-(615)381-9278,1-(858)775-8920,,,Tax Accountant,2009-05-04,1-(561)727-8899,Harold.Thompson@foo.com,5,3
841,Helen,Burton,1960-02-01,17 Oakridge Avenue,Floor 2,Virginia Beach,36.7978,-76.1759,VA,23464,1-(757)470-8770,1-(503)153-2306,,,Data Coordiator,2005-11-30,1-(703)448-8299,Helen.Burton@foo.com,1,4
842,Bruce,Diaz,1966-02-22,59 Warrior Drive,,Peoria,40.7442,-89.7184,IL,61651,1-(309)230-8138,1-(816)601-0591,,,Internal Auditor,2008-07-07,1-(516)474-4332,Bruce.Diaz@foo.com,4,4
843,Christine,Peterson,1960-03-11,440 Lakewood Gardens Way,,Cincinnati,39.1075,-84.5257,OH,45203,1-(513)636-6570,1-(847)748-4072,,,Structural Engineer,2012-02-05,1-(864)873-4596,Christine.Peterson@foo.com,4,4
844,Thomas,Myers,1974-10-12,29 Debs Terrace,,Chattanooga,35.2211,-85.2091,TN,37450,1-(423)815-0975,1-(661)479-4949,,,Mechanical Systems Engineer,2011-01-16,1-(602)847-1112,Thomas.Myers@foo.com,4,5
845,Gloria,Foster,1990-08-09,969 Buena Vista Way,,Seattle,47.6339,-122.3476,WA,98109,1-(206)265-1730,1-(201)159-5294,,,Account Coordinator,2006-08-18,1-(806)211-5397,Gloria.Foster@foo.com,3,2
846,Gary,Scott,1965-07-30,2 Weeping Birch Crossing,Apt. A,Houston,29.9015,-95.2848,TX,77050,1-(281)487-1881,1-(601)501-8400,,,Assistant Manager,2010-10-31,1-(619)238-5138,Gary.Scott@foo.com,5,1
847,Andrea,George,1953-12-22,2391 Bellgrove Court,,Santa Fe,35.6219,-105.8688,NM,87505,1-(505)254-5835,1-(404)875-7643,,,Senior Developer,2009-10-03,1-(240)315-0297,Andrea.George@foo.com,4,2
848,Michael,Webb,1966-02-04,42 Myrtle Pass,,Kansas City,39.3432,-94.8516,MO,64190,1-(816)625-8259,1-(502)403-9437,,,Software Engineer I,2006-09-24,1-(812)847-3424,Michael.Webb@foo.com,3,4
849,Deborah,Montgomery,1988-11-29,1 Gina Alley,,Gainesville,29.6785,-82.3679,FL,32605,1-(352)888-0033,1-(816)958-8006,,,Food Chemist,2012-03-21,1-(781)754-0516,Deborah.Montgomery@foo.com,1,1
850,Judith,Murphy,1952-07-09,00931 Pond Lane,,San Diego,32.7607,-117.0721,CA,92115,1-(619)671-3267,1-(571)547-8689,,,Speech Pathologist,2008-10-10,1-(954)303-4675,Judith.Murphy@foo.com,5,1
851,Sarah,Ortiz,1965-01-09,634 Kinsman Drive,,New York City,40.7808,-73.9772,NY,10150,1-(212)867-8210,1-(505)611-6669,,,Accounting Assistant II,2006-03-14,1-(918)620-8333,Sarah.Ortiz@foo.com,2,2
852,Janice,Wheeler,1990-01-17,49 Morning Junction,#3,Louisville,38.189,-85.6768,KY,40250,1-(502)134-8167,,,,Associate Professor,2006-01-27,1-(830)812-1288,Janice.Wheeler@foo.com,3,3
853,Judy,Morales,1973-05-06,6256 Warrior Lane,,Toledo,41.6767,-83.5573,OH,43610,1-(419)493-0057,1-(714)276-2925,,,Librarian,2010-02-16,1-(515)508-5268,Judy.Morales@foo.com,4,4
854,Mildred,Willis,1967-06-22,1084 Almo Park,,El Paso,31.8925,-106.5426,TX,79911,1-(915)636-4404,1-(317)683-6360,,,Accountant III,2014-08-21,1-(609)803-0448,Mildred.Willis@foo.com,1,2
855,Daniel,Lawson,1971-02-16,546 Magdeline Park,,Boston,42.36,-71.0545,MA,02109,1-(617)953-1497,1-(303)875-9512,,,Graphic Designer,2011-12-16,1-(803)133-7731,Daniel.Lawson@foo.com,3,4
856,William,Mason,1968-06-01,53863 Fallview Drive,Apt. C,Stockton,37.9577,-121.2897,CA,95298,1-(209)782-6624,1-(562)948-1238,,,General Manager,2014-11-02,1-(917)622-0712,William.Mason@foo.com,5,3
857,Heather,Simmons,1964-06-11,90 Del Sol Lane,#1,Saint Louis,38.6531,-90.2435,MO,63158,1-(314)849-0233,1-(214)220-7919,,,Legal Assistant,2006-12-28,1-(215)442-7553,Heather.Simmons@foo.com,1,5
858,Billy,Jenkins,1986-05-29,620 Logan Alley,,Texarkana,33.3934,-94.3404,TX,75507,1-(903)733-1906,1-(862)856-8712,,,Executive Secretary,2011-12-29,1-(562)537-7038,Billy.Jenkins@foo.com,2,4
2,Stephen,Hicks,1987-11-01,93 Del Mar Avenue,,Kansas City,39.2829,-94.409,MO,64160,1-(816)315-5045,1-(717)332-0253,,,VP Quality Control,2012-11-26,1-(618)590-0066,Stephen.Hicks@foo.com,5,5
860,Jimmy,Mccoy,1969-04-02,2153 Fulton Street,,Baton Rouge,30.486,-91.1481,LA,70805,1-(225)391-7832,1-(818)491-2855,,,Senior Financial Analyst,2007-06-30,1-(949)891-0150,Jimmy.Mccoy@foo.com,2,5
861,Amanda,Robinson,1963-08-24,7508 Logan Way,,Las Vegas,36.2235,-115.2655,NV,89125,1-(702)379-7900,1-(702)909-4049,,,Safety Technician I,2011-12-06,1-(410)395-9128,Amanda.Robinson@foo.com,5,4
862,Jerry,Lynch,1991-10-13,2 Cherokee Crossing,#1,Stockton,38.025,-121.2972,CA,95210,1-(209)408-6763,1-(619)241-7418,,,Quality Engineer,2015-09-03,1-(330)752-4063,Jerry.Lynch@foo.com,4,4
863,Donald,Ford,1984-11-11,6393 Hanson Drive,,Johnstown,40.3522,-78.9383,PA,15906,1-(814)329-2442,1-(602)147-5857,,,Quality Control Specialist,2015-07-08,1-(818)642-5612,Donald.Ford@foo.com,3,3
864,Carlos,Perez,1952-11-20,29502 Fuller Street,Apt. B,Jamaica,40.6914,-73.8061,NY,11447,1-(718)702-6189,1-(772)498-9338,,,Help Desk Operator,2014-06-27,1-(713)448-5217,Carlos.Perez@foo.com,1,1
865,Teresa,Hanson,1974-10-23,6 Roth Crossing,,Sioux City,42.5032,-96.3829,IA,51105,1-(712)473-8200,1-(713)562-8719,,,Geological Engineer,2007-01-27,1-(402)848-3536,Teresa.Hanson@foo.com,3,1
866,Kenneth,Wood,1955-05-25,632 Evergreen Drive,,Kansas City,39.035,-94.3567,MO,64187,1-(816)259-3471,1-(781)577-4334,,,Registered Nurse,2015-04-25,1-(206)975-3937,Kenneth.Wood@foo.com,1,4
867,Jesse,Hill,1964-05-21,458 Luster Park,Suite 210,Portland,43.6783,-70.1987,ME,04109,1-(207)440-1593,1-(605)942-8513,,,Director of Sales,2008-04-24,1-(419)382-3113,Jesse.Hill@foo.com,4,1
868,Paul,Welch,1959-04-01,12 Pond Circle,,Houston,29.8744,-95.5278,TX,77040,1-(713)438-7996,1-(650)449-6111,,,GIS Technical Architect,2007-01-08,1-(563)389-5087,Paul.Welch@foo.com,3,1
869,Eugene,Watson,1960-05-26,516 Gerald Trail,,Oklahoma City,35.5514,-97.4075,OK,73147,1-(405)418-4593,1-(806)856-4707,,,General Manager,2011-08-14,1-(205)254-4034,Eugene.Watson@foo.com,1,5
870,Helen,Clark,1981-03-12,7 Canary Court,Floor 2,Kansas City,39.085,-94.6356,KS,66105,1-(913)648-9728,1-(602)549-9132,,,Office Assistant II,2010-06-23,1-(320)314-2929,Helen.Clark@foo.com,4,1
871,Billy,Boyd,1960-10-28,63966 Bay Park,,Cincinnati,39.1075,-84.5257,OH,45203,1-(513)563-5505,1-(309)355-8406,,,Assistant Professor,2009-11-22,1-(254)664-6501,Billy.Boyd@foo.com,2,3
872,Earl,Hawkins,1956-06-04,830 Shelley Parkway,,Topeka,39.1271,-95.6384,KS,66617,1-(785)522-3753,1-(320)501-1682,1-(405)140-3247,,Community Outreach Specialist,2005-12-31,1-(757)728-2731,Earl.Hawkins@foo.com,2,5
873,Justin,Morales,1967-11-21,6 Lighthouse Bay Place,,Fort Worth,32.7714,-97.2915,TX,76198,1-(682)175-4423,,,,Human Resources Manager,2007-11-23,1-(773)988-7301,Justin.Morales@foo.com,2,3
874,Lisa,Martin,1972-10-23,0835 Corry Park,,Miami,25.7559,-80.2013,FL,33129,1-(786)983-3454,1-(212)246-9505,,,Clinical Specialist,2007-06-02,1-(505)219-7905,Lisa.Martin@foo.com,1,2
875,Lillian,Green,1960-09-30,570 Park Meadow Trail,#1,Greenville,34.8497,-82.4538,SC,29610,1-(864)535-0770,,,,Teacher,2014-09-17,1-(419)882-3571,Lillian.Green@foo.com,3,3
876,Diana,Alvarez,1969-03-20,3972 Westport Drive,Apt. B,North Port,27.0459,-82.2491,FL,34290,1-(941)588-5174,1-(661)469-0022,,,Associate Professor,2012-09-06,1-(915)599-6505,Diana.Alvarez@foo.com,1,5
